Course Title,Labels,Details
Drawing Human Actions to Master Figure Drawing and Painting,"['Lifestyle,Arts & Crafts,Painting']","['The course has several lectures that are being taught by experienced artists who have taken pains to explain even the minute techniques, thus making it very easy for the learner to follow the concepts and practice.,The course provides the learners a good understanding of the structure of Human Actions or Poses and composition of the same for both the male and female body, which would help compose figure drawing and painting easily.,By completing all the levels under this course, the learners would understand the complexity of the subject and would learn the techniques of bringing energy and life to their drawings.,This is a very systematic course aimed at intermediates and advanced learners who are continually facing the challenge of drawing the features of Human body or figure drawing with actions.,These courses follow a highly systematic approach combined with an intuitive teaching mechanism. Hence, the learners will not face any difficult situation while learning.,The learners are provided expert guidelines and solutions to the complex task of drawing whole body profile of a male or female that is full of life.,By completing this course, learner will understand the geometry behind Male and Female bodies.,By completion of the course, the learners will be confident enough to draw figures with actions of both Male and Female that worth framing.']"
Gua Sha Sculpting and Acupressure for Face-Lifting,"['Lifestyle,Beauty & Makeup,Acupressure']","['Firmer skin,Youthful skin,Clear skin,Glowing skin,Sculpted skin,Gua Sha,Acupressure,Beauty treatment,Skin Types,Skincare']"
"The Secrets to Curling Hair- Curling Iron, Wand & Flat Iron","['Lifestyle,Beauty & Makeup,Hair Styling']","['How To Curl Hair,Curling Hair With A Flat Iron,Curling Hair With A Want,Curling Hair With A Curling Iron,Creating Perfect waves With Any Tool,Long lasting curls']"
Elevate Your Knowledge of Chakras Aura Colors and Meaning,"['Lifestyle,Esoteric Practices,Aura Reading']","['Learn To Harness Gifts Of Clairsentience and Clairvoyance To See Auras,Learn The Techniques To See Your Aura and Others,Learn To Understand The Colors of The Auras,Learn To Heal An Aura,Learn Aura Color Therapy']"
21 Day Manifestation Mindset Challenge,"['Lifestyle,Other Lifestyle,Manifestation and Law of Attraction']","['Create a manifestation mindset with this 21 day challenge,Get clear about the mindset you need to manifest your life on your terms,Follow through with the daily manifestation exercises and develop your mindset,PLUS: Get additional audio tracks to download and use']"
Healthy mediumship fundamentals,"['Lifestyle,Esoteric Practices,Mediumship']","[""Students will learn the basics of mediumship,What mediumship is and how it works,Natural laws governing mediumship,Why developing your abilities is a good idea,Easy meditation techniques that don’t take up half your day,Setting your intention and protecting yourself,How to receive only the good stuff,Staying grounded and not taking in other people's energy,How to raise your vibration so you connect with high-level energy from Spirit,How to open and close yourself to Spirit communication,How to turn it off and get a good night’s sleep,Show less""]"
WHAT IS TANTRA? Boundaries & Consent,"['Lifestyle,Esoteric Practices,Tantra']","['In my course, students will learn about Tantra as a spiritual practice and how it relates to boundaries and consent in intimate relationships.,Topics covered include leaving comfort zones, slowing down to connect with the body, and guiding principles of the 3 energy centers.,Importance of clear communication through ""Yes/No/Negotiate"" and the idea that consent can be a sexy part of intimacy will also be covered.,Personal growth and discovery through understanding boundaries in relationships is a central theme of the course.']"
Delicious Cake Recipes for your Kitchen - Cake Baking Course,"['Lifestyle,Food & Beverage,Cake Baking']","['Basic of Baking,Basic of Cake Making,Cake Decoration,Different Types of Cake Recipes,Orange and Lemon Cake,Marble Cake,Chocolate Cake,Dates Cake And Much More,Cake Baking']"
INDYASSA Pastry Course #2 Fantastic Fraisier,"['Lifestyle,Food & Beverage,Cake Baking']","['Become an expert at making a perfect Fraisier.,Learn how to bake soft and fluffy Japanese vanilla sponge cake.,Learn how to make perfect Creme Mousseline.,Learn how to assemble Fraisier beautifully.']"
Making Polymer Clay Jewelry With Metal Foil,"['Lifestyle,Arts & Crafts,Jewelry Making']","['Work with polymer clay - applying metal foil and get different effects,Make beautiful jewelry including stud earrings, hanging earrings, rings, beads and pendants,Finish jewelry and make simple components by using wire and pliers,Combine different foil effects and polymer clay colors']"
Learn beginners Gents Scissor Cutting | Barbering Skills,"['Lifestyle,Beauty & Makeup,Hair Styling']","['Learn to Cut mens hair with Scissors,Become efficient in controlling long hair through sectioning,Conduct practical work on mannequin or human heads,Learn about slicing and direction,Learn and use texturising Techniques,Learn Cutting Angles,Learn Overdirection,Cut numerous different Styles,Learn Tapering,Learn Uniform Layer,Have Fun,Show less']"
"Dog Training Tricks: Trick Training, Dog Games & Dog Paw Art","['Lifestyle,Pet Care & Training,Dog Training']","['Different games for mental and physical exercise to interact with your dog,Different dog training tricks to strengthen the bond with your new dog or puppy,Create one-of-a-kind paw art easily with your dog']"
How to make a liquid Soap professionally,"['Lifestyle,Home Improvement & Gardening,Product Manufacturing']","['At the end of this course, you will be able to make liquid Soap professionally using 3 levels of quality.,You will now the Characteristics of each material we use in making a liquid soap.,You will now the popular mistakes and problems you may face during the production.']"
Complete Makeup Course - Become a Makeup Artist,"['Lifestyle,Beauty & Makeup,Makeup Artistry']","['Everything you need to know about Professional Makeup - no matter if you want to work professionally as a makeup artist, or to improve your make up skills for yourself,How to properly use all makeup tools and how to take care of them,How to choose products for professional use that are with really good quality and affordable price,How to choose proper primer for every skin type,Foundation for every skin type,How to correct skin problems (cover up acne, acne scars, redness, dark circles under eyes),How to determine different face shapes,Different contour, highlight and blush techniques for every face shape,How to determine different eye shapes,Different techniques for every eye shape,How to choose and properly apply eyelashes on yourself and clients,How to draw and fill in eyebrows,How to line and fill the lips , how to make them bigger or smaller if needed,How to use color theory in makeup,Create various makeup looks for day or night events,Show less']"
"Food Dehydrating Made Easy! For Fruit, Veggies, Meat & more!","['Lifestyle,Food & Beverage,Cooking']","['Dehydrate Food Following my Six Simple Steps,Choose which dehydrator bests suits your needs,Benefit from knowing how to dehydrate fresh, frozen, or canned fruits and veggies - and meat,Understand the technique used on starchy fruits and vegetables,Decide what size oxygen absorber to use in different size storage pouches and containers,Store dehydrated food in mason jars, pouches, bins, or buckets,Build your own literally ""out of sight"" food storage wall,Safely re-hydrate your dehydrated food for everyday use,Make nutritious snacks for you and your kids, your friends, your neighbors... and your dog!']"
Learn to Bake Great Pizza at Home,"['Lifestyle,Food & Beverage,Pizza']","['Select the best oven for baking pizza at home,Equip a home kitchen for baking pizza,Select the right ingredients for great pizza,Make great tasting pizza dough,Make great tasting pizza sauce,Stretch a dough ball into pizza crust,Avoid common pizza baking mistakes,Make many regional styles of pizza']"
Drawing Basics: How to Draw Like an Artist,"['Lifestyle,Arts & Crafts,Drawing']","['To draw like artists and enjoy drawing more,Breakdown any drawing project into simple steps,Draw anything you like, with the right proportions and dimensions']"
Digital Anime Coloring for Beginners,"['Lifestyle,Arts & Crafts,Digital Art']","['Steps of creating a fully-colored digital anime artwork,Understanding canvas size & resolution,Understanding digital coloring tools & layers']"
Japanese Pastry Course #5 Japanese Hokkaido Milk Bread,"['Lifestyle,Food & Beverage,Baking']","['Become an expert at baking Japanese Hokkaido milk bread.,Learn about ingredients for baking bread.,Learn how to prepare ingredients correctly.,Learn how we let the dough rise properly.,Learn how to check signs that the dough is ready.,Learn how to knead the dough by hand.']"
Fundamentals of TV Hosting - Basics 101,"['Lifestyle,Other Lifestyle,Public Speaking']","['Learn a systematic approach to getting started building a lucrative career as a television host.,Learn how to host, audition and interview.,Learn how to captivate the audience.']"
"Sacred Relationships; Twin Flames, Soul Mates and Soul Kin","['Lifestyle,Esoteric Practices,Psychic']","['Learn to recognise sacred relationships and attract them,Learn the differences between Twin Flames, Soul mates and Soul kin,Learn about Twin Flames from history and popular culture,Connect with your Soul relationships through a sacred meditation']"
Basic Chocolate & Praline by World Pastry Champion,"['Lifestyle,Food & Beverage,Dessert']","['Chocolate Making by World Pastry champion,Learn about tempering of chocolate,Learn about making of moulded chocolates,Learn about different Ganaches, Rocher and Bars']"
The Backyard Forest,"['Lifestyle,Home Improvement & Gardening,Gardening']","['Forest gardening,Sustainable garden design,Growing perennial vegetables,Wildlife gardening,Creating a permaculture food forest']"
Noodles Mastery Course,"['Lifestyle,Food & Beverage,Cooking']","['You will master the art of cooking Asian noodles,You will be able to identify the different types of noodles,You will master the intricacies of many Asian ingredients, their uses and substitutes,You will be able to confidently experiment and create your own noodle dishes!,You will be able to create gluten free, vegetarian and vegan versions of all the recipes in the course.']"
Hydroponics Design Farming And Gardening,"['Lifestyle,Home Improvement & Gardening,Hydroponics']","['The history of hydroponics,How does hydroponics work,Components of a hydroponics system,Six types of hydroponics systems,Substrates ( growing support materials),Nutrient solution of hydroponics,Best hydroponics plants ( vegetable, herds or fruits),How to get started with hydroponics farming in five steps,Ways to use hydroponics,Hydroponics versus soil,Misconceptions of hydroponics farming,Tips to success in hydroponics growing,Best hydroponics gardening tips and tricks,Show less']"
Hydroponics Design Farming And Gardening,"['Lifestyle,Home Improvement & Gardening,Hydroponics']","['The history of hydroponics,How does hydroponics work,Components of a hydroponics system,Six types of hydroponics systems,Substrates ( growing support materials),Nutrient solution of hydroponics,Best hydroponics plants ( vegetable, herds or fruits),How to get started with hydroponics farming in five steps,Ways to use hydroponics,Hydroponics versus soil,Misconceptions of hydroponics farming,Tips to success in hydroponics growing,Best hydroponics gardening tips and tricks,Show less']"
Noodles Mastery Course,"['Lifestyle,Food & Beverage,Cooking']","['You will master the art of cooking Asian noodles,You will be able to identify the different types of noodles,You will master the intricacies of many Asian ingredients, their uses and substitutes,You will be able to confidently experiment and create your own noodle dishes!,You will be able to create gluten free, vegetarian and vegan versions of all the recipes in the course.']"
"The ""HAKE"" watercolor painting wonderbrush and how to use it","['Lifestyle,Arts & Crafts,Watercolor Painting']","['You will be able to paint free style watercolors,you will be able to paint pictures using just this brush,How to paint with a very limited palette.,How to relax and free up with your watercolours.']"
Manga Drawing Basic Course / Panel Layout,"['Lifestyle,Arts & Crafts,Cartoon Drawing']","['You can learn Japanese Manga drawing skills and draw it.,You can obtain basic skills and post your manga on manga posting site.,We focus on that you can draw manga rapidly, not become a professional manga artist.,* There are no feedback from the pros in this course. It has only lesson videos & attachments.']"
Fondant Character Modelling for Cake Makers - Sea Creatures,"['Lifestyle,Food & Beverage,Cake Decorating']","['Learn how to model a whole host of fantastic sea creatures,Master all of the basic character modelling skills']"
► YOU CAN! Banish fear of success with Hypnosis and NLP,"['Lifestyle,Esoteric Practices,Hypnotherapy']","['Connect with the unconscious mind to make long lasting changes,Enter into a relaxed trance state so that change is easy and comfortable,Get rid of their fear of success,Set goals confidently and with a positive intention']"
Raw Vegan Desserts--Gluten and Dairy-Free,"['Lifestyle,Food & Beverage,Vegan Cooking']","['Discover the secrets to replacing “bad” fats and processed sugars with just the right combinations of better fats and natural sweeteners—creating amazing desserts that taste like the ones you’ve always loved but are far better for you.,Set up your kitchen and stock your pantry so that a decadent, yet healthy treat is always easy to prepare.,A printable recipe guide.,Recipes for lightening-fast but good-enough-for-company, cakes, pies, tarts, sorbet, ice cream, shakes, and holiday desserts.']"
"Minecraft 101: Learn to Play, Craft, Build, & Save the Day","['Lifestyle,Gaming,Minecraft']","['Know the basics to help your kids through a tough spot.,Contact a Minecraft Expert with questions or problems about the game,Understand what it is and why it is good for kids academically and socially.,Be hip to the kids and in the know. Be cool. Forever.,Be able to fix problems and troubleshoot for devastated young players (who may or may not be weeping uncontrollably).,Play Minecraft with the best of them.,Be parent/teacher of the year.']"
How to Create a Sucessful Planting Scheme,"['Lifestyle,Home Improvement & Gardening,Garden Design']","['Students will learn how to create a planting plan using recognised design methods.,The planting plan can be applied to any garden space once the method is learned.']"
Graffiti Styles - Fundamentals,"['Lifestyle,Other Lifestyle,Graffiti']","['Graffiti Styles,Hand Styles and Tags,Letter Outline Development,3D Theory,Types of Caps, Spray Paint and Roller Paint,Spray Paint Can Control Technique,Basic Pieces Process,Block Letter Style,Throwies,Roller Piece (Fresh on Raw),Spaghetti Style,Double Letter Style,Counterpoint Style,Public Style,Show less']"
Classic Trattoria Cooking with Chef Marco Barbaro,"['Lifestyle,Food & Beverage,Cooking']","['Cook classic Italian family restaurant style recipes, with simplicity and traditional flavor.,Understand the necessary, core ingredients to classic Italian family restaurant cooking.,Set your kitchen up with efficiency and ease, understanding the basic elements of authentic Italian cooking.,Have fun exploring new and old flavors while preparing meals for your family and friends.,Learn the methods my father used when he opened his first restaurant in Brooklyn after immigrating from Italy in 1955. Italian American cooking, as real as it gets.']"
Ancient Egyptian Reiki (AER®) - Energy Healing Course,"['Lifestyle,Esoteric Practices,Energy Healing']","['This course is designed for all those who want to learn the ANCIENT EGYPTIAN REIKI, and everything related to this ancient healing system,This course teaches the foundations of healing with the ANCIENT EGYPTIAN REIKI and the HISTORICAL BACKGROUND, religious believes, ANCIENT COSMOLOGY,This course will also provide the INITIATIONS or ATTUNEMENTS process for initiating healing with ANCIENT EGYPTIAN REIKI.,Many guided meditations for self-healing are provided with this course of ANCIENT EGYPTIAN REIKI, balancing meditation and activation of chakras meditation,You will learn to activate of the SOUL ELEMENTS as pars of the INITIATION process with the Ancient Egyptian Reiki,Here you will learn only the primary channeling technique of the primordial creative universal source of the entire cosmos from which all healing variants come']"
How to be a Tour Guide in your Hometown Overnight,"['Lifestyle,Travel,Tour Guide']",['Give a one hour walking tour to a small group around their home town.']
Paper Quilling Art - Beginner to Advanced,"['Lifestyle,Arts & Crafts,Paper Crafting']","['Learn to make various Quilling Shapes,Learn Quilling techniques by doing 3 beautiful Quilling projects,Learn to make different designs and techniques to make a Quilling Portrait,Paper Quilling Art,Get accustomed to Quilling Paper and different Quilling Tools,Learn to make different types of flower and leaves to make a Quilling Flower Bouquet,Learn different Quilling techniques from this course and use it to fuel your imagination to create masterpieces']"
Figure drawing the Next Level,"['Lifestyle,Arts & Crafts,Figure Drawing']","['Better Visual Analysis of the human figure,Be able to create figure from imagination with more confidence']"
The professional balancing of ice cream recipes,"['Lifestyle,Food & Beverage,Cooking']","['How to read, interpretate, modify and write an artisanal ice-cream recipe,Which re the technical functions of te ice-cream ingredients']"
The Magic of Crystals,"['Lifestyle,Esoteric Practices,Crystal Energy']",['You will be able to use crystals for various areas of your life and have a lot of information about how to move forward from here.']
Introduction to Botanical Art - Eucalyptus Leaves,"['Lifestyle,Arts & Crafts,Watercolor Painting']","['To paint eucalyptus leaves in watercolour.,The equipment needed for botanical watercolour painting.,Different watercolour techniques to build up your painting.,How to fix mistakes on your painting.,How to complete a detailed painting of your own.']"
"Gel Polish Decorations, Step by Step for Nail Artists","['Lifestyle,Beauty & Makeup,Nail Art']","['If you want to learn the professional nail decoration, this video is for you.']"
Gardening Know How: Attracting Birds and Butterflies,"['Lifestyle,Home Improvement & Gardening,Gardening']","['Create a backyard that will attract birds, butterflies, and other beneficial animals.,Understand the important relationships between plants and animals, and how this relationship can help you create a thriving backyard full of birds, butterflies, and other beneficial animals.,Identify exactly which flowers, trees, shrubs, and other plants will attract and support birds and butterflies.,Pick from a variety of simple, practical projects that will help create a thriving, healthy backyard ecosystem.,Take small steps toward solving larger environmental problems']"
Hypnosis: Covert Hypnosis Mastery,"['Lifestyle,Esoteric Practices,Hypnosis']","['Grasp the understanding of conversational hypnosis,Understand how to use covert hypnosis in a hypnotic interaction,How to maintain constant attention on your hypnotic method,The exact formula to use memories to illicit a hypnotic trance']"
13 Step-By-Step Drawing & Painting Lessons for Beginners,"['Lifestyle,Arts & Crafts,Art for Kids']","['Create 13 Magnificent Works of Art!,Participate in an activity that cultivates critical thinking skills, develops hand-eye coordination, and encourages self-expression.,Build self confidence while having fun!,Learn skills to use in future creative projects!']"
TIG Welding Basics Part 1,"['Lifestyle,Arts & Crafts,Welding']",['TIG welding basics']
Therapy Dog Training: Does Your Dog Have What it Takes?,"['Lifestyle,Pet Care & Training,Dog Training']","['What traits, characteristics, and training a Therapy Dog needs to have,If volunteer Pet Therapy is a good fit for you and your dog,The Basic Training and Commands necessary to become a certified pet therapy dog,Additional and helpful Commands and Behaviors,What you can expect as a newly certified pet therapy volunteer,How a Therapy Dog is different from a Service Animal or an Emotional Support Animal']"
Ultimate Garden Design Course,"['Lifestyle,Home Improvement & Gardening,Garden Design']","['Learn about client’s brief,Learn how to do the site survey,Learn how to draw, ink and colour the conceptual plan to scale and prepare for presentation,You will gain the knowledge about garden design fundamentals, principles and approach used,I will take you through everything you need to know to be able to start designing beautiful gardens yourself']"
Learn How to Make Chocolate Truffles,"['Lifestyle,Food & Beverage,Dessert']","['Learn about chocolate truffles,Review ingredients and equipment,Create three kinds of ganache,Prepare ganache for decorating and dipping,Learn to temper dipping chocolate,Decorate and dip ganache,How to make chocolate truffles']"
Irrigation 101: Drip Irrigation For Lawn And Farm,"['Lifestyle,Home Improvement & Gardening,Irrigation']","['Choose the right drip irrigation product,Properly plan a project that uses drip irrigation,Install and enjoy a low volume irrigation system!']"
Mastering Glazing Techniques in Watercolor,"['Lifestyle,Arts & Crafts,Watercolor Painting']",['Diligent students should be able to perform all of the techniques demonstrated in this course.']
Woodworking: Finishing Essentials,"['Lifestyle,Home Improvement & Gardening,Woodworking']","['This woodworking course will provide preparation and application tips to achieve the best finish.,Help you understand what finish is best for your projects.,Easy to use finishing techniques will products that are readily available.']"
Painting Wild Places with Watercolors: Winter's Light,"['Lifestyle,Arts & Crafts,Watercolor Painting']","['Successfully paint a bold, dynamic, detailed watercolor landscape.,Gain confidence in controlling the sometimes unwieldy characteristic of watercolor.']"
Roulette Flaw: Guide to Playing Roulette Anywhere,"['Lifestyle,Gaming,Roulette']","['Win At Roulette consistently.,Reach Financial Financial Stability.,Get a worth of 30 years experience of Dealing Roulette.,Enjoy Playing Roulette and never go home sad.,Play Roulette Online or in Real casino and win consistently.,Get life time support from expert casino dealers.,Get a full refund within 30 days if the course did not work for you.,Make Money Online - Learn How to Take Advantage of a Casino,Get the expertise from the expert.All shortcuts,I do not like telling stories.,No long repetitions,Just strait to the point.You will understand why later on.']"
Poker: Building a Bankroll Through the Micro Stakes,"['Lifestyle,Gaming,Poker']","['Play Solid Poker and Move Up In Stakes Effectively,Understand What It Takes to Beat the Micro Stakes,Have a Solid Strategy for Building a Bankroll']"
Roulette Flaw: Guide to Playing Roulette Anywhere,"['Lifestyle,Gaming,Roulette']","['Win At Roulette consistently.,Reach Financial Financial Stability.,Get a worth of 30 years experience of Dealing Roulette.,Enjoy Playing Roulette and never go home sad.,Play Roulette Online or in Real casino and win consistently.,Get life time support from expert casino dealers.,Get a full refund within 30 days if the course did not work for you.,Make Money Online - Learn How to Take Advantage of a Casino,Get the expertise from the expert.All shortcuts,I do not like telling stories.,No long repetitions,Just strait to the point.You will understand why later on.']"
Learn to Paint This Textured Abstract Art Painting,"['Lifestyle,Arts & Crafts,Painting']",['How to paint a textured acrylic painting step-by-step']
Professional French Pastry Foundation Level - Part 1,"['Lifestyle,Food & Beverage,Baking']","['Learn the fundamentals of pastry, the doughs, the fillings, the essentials and how to make some great French Tarts,Be able to cook amazing French tarts and be ready to take the next step to more sophisticated pastries such as profiteroles, chocolate éclairs and Paris-Brest.']"
The Fundamentals of Drawing,"['Lifestyle,Arts & Crafts,Drawing']","['Sketch out the basic forms of a subject – be it a simple object, landscape or face.,Add detail to their drawings, bringing them to life.,Compose their artwork for maximum effect.,Shade in a variety of enjoyable and convincing ways.,Apply all these skills to any subject of their choice.']"
Creating Abstract Face – Techniques in Abstract Art Painting,"['Lifestyle,Arts & Crafts,Abstract Painting']","['The course has several sections and lectures that are being taught by experienced artists who have taken pains to explain even the minute techniques, thus making it very easy for the learner to follow the concepts and practice.,The course also provides the learners different sections for understanding the techniques of creating special effects and building abstract characteristics.,By completing all the sections under this course, the learner would have thoroughly learned the steps to create special effects, layering, embossed effect, and approach to abstract art. This is a very systematic course aimed at intermediates who love to create an abstract art.,These courses follow a highly systematic approach combined with an intuitive teaching mechanism. Hence, the learners will not face any difficult situation while learning.,By the completion of the course, the learners will be confident enough to draw different styles of abstract faces. Also learner could use these techniques in the creation of different abstract artworks and create an artwork which is worth framing.']"
How To Make/Earn Robux in Legit Ways,"['Lifestyle,Gaming,ROBLOX Game Development']","['How to start making Robux in many different ways!,How to develop a profitable Roblox Game!,How to make profitable Roblox Clothing!,How to become successful in the Roblox Trading System!']"
Magical Mindset for Modern Witchcraft,"['Lifestyle,Esoteric Practices,Witchcraft']","['Confidently work with energy and magic.,Conquer blocks that can diminish their power.,Understand different tools that can enhance their magic.']"
Fully Accredited Animal Reiki Practitioner Certification,"['Lifestyle,Esoteric Practices,Animal Reiki']","['Animal Reiki,Distance Animal Reiki,Animal Reiki Symbols,Animal telepathy']"
Animals with Pastels,"['Lifestyle,Arts & Crafts,Drawing']","['The basic materials, tools, and surfaces for working with pastels.,How different drawing surfaces play a major role in your success.,How to plan out your sketches and ensure accuracy in your drawings.,How to draw a cat with pastels and pastel pencils.,How to layer pastels to create realistic colors and textures.,How to draw a dog with pastels and pastel pencils.,The differences between oil pastels and traditional soft pastels.,How to plan a composition to make it more engaging for the viewer.,How to draw a Macaw parrot with pastels and pastel pencils.,How to develop details with pastel pencils.,How to draw a cow with oil pastels.,How to achieve a painterly look with oil pastels.,Show less']"
7 Days to Master Feng Shui,"['Lifestyle,Home Improvement & Gardening,Feng Shui']","['Utilizing and trusting instincts,Learn various forms of Feng Shui diagnostics,Learn Feng Shui solutions,Enhancing Chi in any space,Becoming a Feng Shui rock star to your family and friends']"
VALORANT - The PRO Guide,"['Lifestyle,Gaming,eSports']","['Setup - The hardware, software and settings to help you succeed.,Mechanics - Build a foundation for your gameplay with the mechanical fundamentals of VALORANT.,Agents - An in-depth look at each Agent, and which may suit you best.,Weapons - Which weapons to equip and when.,Communication - How to effectively communicate to your team, and lead them to victory.,Maps - Learn the secrets of each map in VALORANT, and how to master them.,Playing a round - A runthrough of a full VALORANT round, from the buy phase all the way up until the spike explodes.,Practicing Aim and Development - Take your precision to a whole new level as you learn new ways to refine your aim skills and game sense']"
Semi-Permanent Cheek Blush Training,"['Lifestyle,Beauty & Makeup,Skincare']","['Semi-Permanent Cheek Blush Service,BB Blush Cheek Color Service,BB Glow With Cheek Blush']"
Manifesting higher vibrations - Spiritual Healing,"['Lifestyle,Esoteric Practices,Energy Healing']","['How to manifest higher vibrations & the importance of it,Envy & the Law of attraction: How we influence what we attract,Quick Fixes and Tips on how to change our vibrations,The Microcosmic Orbit breathing exercise and how to use it,A short meditation on gratitude and inner child,How gratitude and appreciation helps you change your vibrations,Playfulness: the importance of inner child,Grounding techniques to help you be present,How to use your senses & mindfulness to release an overwhelming emotion']"
Quick & Easy Vegan Cheese: Master Simple Plant-Based Recipes,"['Lifestyle,Food & Beverage,Vegan Cooking']","['Elevate your vegan cooking skills by mastering the art of crafting 6 delectable vegan cheese recipes, including Smoked Cheddar and Jalapeño Cheddar.,Discover the secrets of making dairy-free cheese bases and personalize them with a variety of flavors and ingredients.,Explore 6 delightful vegan cheese recipes, including Smoked Cheddar, Jalapeño Cheddar, and more.,Identify mouthwatering dishes to complement their homemade vegan cheeses, demonstrating their knowledge.']"
"Easy, Healthy, Crockpot Cooking! Cooking Lessons for Dad!","['Lifestyle,Food & Beverage,Cooking']","['Cook many easy, healthy delicious recipes in a crockpot or slow cooker,Recognize the many benefits of cooking in a crockpot,Adapt favorite recipes for crockpot cooking,Understand how a crockpot works,Follow a recipe and cook it in a crockpot,Select the crockpot or slow cooker that is best for the student,Serve your family and friends healthy food everyday!']"
Learn to Play Craps Like a Pro,"['Lifestyle,Gaming,Craps']","['Play Craps like a professional,Understand how Odds Work,Understand how payouts work,Understand good and bad bets,Understand craps etiquette,Understand betting systems,Understand payout ratios,Understand how the game is played']"
UK Family History Research for the Beginner Genealogist,"['Lifestyle,Other Lifestyle,Genealogy']","['How to trace their English and/or Welsh ancestry back several generations to the early 19th century,How to use the online genealogical search websites in a professional way,How to use old photographs to enrich your family history research,How to Create a basic family tree chart using pen and paper or software,How to search for and read birth, marriage and death certificates,How to search and read the UK census records,How to search and read the UK parish registers,How to avoid the common errors of amateur genealogists,Students will gain a deeper understanding of the most commonly used family history resources']"
Learn Shading in Procreate - Quick Guide for Beginners,"['Lifestyle,Arts & Crafts,Procreate Digital Illustration App']","['to distinguish between the types of shadows,to create a value range with a seamless gradient,how light direction affects shadows,to create radial, linear and triangular shadows,to shade round objects,to shade objects with edges,to shade complex objects,to choose colors for shading,to create a full colored illustration with proper shading']"
Keto Diet Principles and Recipes,"['Lifestyle,Food & Beverage,Ketogenic Diet']","['You will enjoy losing weight in a very relaxed and tasty formula.,You will master your own eating habbits and unhealthy cravings.,You will understand better how your body works, therefore you will know how to treat it better.,You will change your perspective on seasonality and provenance of the ingredients that compose your daily meals.,You will be able to cook in a simple, yet delicious and healthy way, with more respect for simple ingredients and for your own person.']"
Esoteric Astrology - The Astrology of The Soul,"['Lifestyle,Esoteric Practices,Astrology']","['How to conduct an esoteric astrology reading,How to understand and interpret planets, signs and houses from a soul centered point of view,Learn the esoteric ruling planets of the twelve zodiacal signs,Learn to use Vulcan and the Earth in an esoteric astrology reading,Develop and explore a framework for the soul and spirituality,Learn from the teachings of the Theosophical Society and Alice Bailey']"
ESSENTIAL. Paint SKIES & CLOUDS. Clear video demos. Easy.,"['Lifestyle,Arts & Crafts,Watercolor Painting']","['Students will better understand how to lift off paint in different ways.,Students will learn how to use the white of the paper to create clouds.,Students will be able to adapt what they learn from these sky demonstrations.']"
MIG Welding Part 1,"['Lifestyle,Arts & Crafts,Welding']",['In the course MIG and MAG welding part 1 you can learn about inert gas welding using practical examples']
"Clinical Hypnotherapy Master Certification Course, Part 4","['Lifestyle,Esoteric Practices,Hypnotherapy']","['Clinical Hypnotherapy STRATEGIES AND PROFESSIONAL INSIGHTS related to healing and growth in the following areas:,DEEP GRIEF,DEATH AND DYING,UNWORTHINESS (NOT GOOD ENOUGH),ABANDONMENT,RELATIONSHIP ISSUES,ADDICTION,SEXUAL ABUSE,STRESS,CANCER AND OTHER SERIOUS ILLNESSES,VISION & SUCCESS,TRANSCENDING HYPNOTHERAPY,Show less']"
Horse Care and Riding 101 - A Beginners Guide,"['Lifestyle,Pet Care & Training,Horsemanship']","['Students will be able to confidently care for a horse and make important ownership decisions,Students will learn about the mind of the untrained horse, particularly the young ones and how to establish a connection with such.,Students will learn various ways to have the horse do what you want and need him/her to do while on top,Students will learn the best choices of tack to buy and use.,Students will learn some of the major differences between English and Western riding, and how they can be combined to suit the horse and rider.,Students will be able to maximize pleasure during the training and riding process, and minimize injury, disappointment and frustration for all involved.']"
"NEW WORLD WHISKEY - Bourbon, Rye, Canadian & more...","['Lifestyle,Food & Beverage,Cocktails and Bartending']","['An in-depth understanding Whiskey - Bourbon, Rye, Canadian & New World Styles,Recognizing Flavors & Aromas in Whiskey,Whiskey Production,New World Whiskey Types,Whiskey & Food Pairing,Whiskey Flavors of each Style,New & Old World Whisk[e]y Buying Guide,Whiskeys Old World & New World Origins,Popular Brands Review & Tasting Notes,Legal Standards of Whiskey U.S. & EU,How do you spell it? Is it Whiskey or Whisky?,Understanding Labels,Show less']"
Basic Principles of Drawing People from Imagination,"['Lifestyle,Arts & Crafts,Figure Drawing']","['Learn how to translate people and places from your mind into lively scenes on a page,Illustrate detailed scenes filled with realistic characters using just a pencil and your imagination,Learn step-by-step how to draw realistic human figures in action,Learn what form is and how to use it in your drawing,Find out how to use basic folds to add realistic clothing to your figures,Learn how to set up your scene and how your figures fit within it,Add muscle and contour to your figures to make them look like real people,Create a more realistic background by adding layers and lighting to your setting']"
"Astrology; Reading the birth chart, accredited course","['Lifestyle,Esoteric Practices,Astrology']","['Learn how to read and interpret the birthchart. Discover your talent, strenghts,lifelessons and lifepurpose.,You will learn the astrological language, and learn what the planets, zodiac signs , houses and aspects represent.,You will learn which plants, metals and locations are in resonance with the planets and zodiac signs.,You will learn how to do a reading for your friends, family and clients.']"
DOTA 2 Intermediate Guide: Play Like a Pro,"['Lifestyle,Gaming,eSports']","[""Get a better understanding of the game and what's necessary to improve.,Improve your mechanics in-game and feel more comfortable in high-stress situations,Dominate the laning phase,Best practices and tips for steadily raising your MMR""]"
