Course Title,Labels,Details
Designing Gamification Level 1 (Basic) + Certification,"['Business,Management,Gamification']","['Understand the basics of gamification,Learn how engagement science will transform your organization,Begin to form a vision for how gamification can be used in your organization,Grasp the foundational science and research behind gamification,Decipher examples and cases that will steer your approach,Earn your certification']"
Improve your Handwriting - Improve your Life,"['Business,Communication,Handwriting']","['Learn the keys of fluid and legible handwriting,Learn new handwriting habits by using proven practice techniques,Increase your confidence and success in business,Improve grades and SAT essay scores']"
Business Intelligence with Microstrategy 10 Analytics,"['Business,Business Strategy,MicroStrategy']","['Understand the components and main functionality of Microstrategy and Microstrategy 10.,Load data from different sources (ODBC, Web files, Salesforce etc.) to your Microstrategy application.,Manage data within your Microstrategy Application,Build applications within Microstrategy 10 Desktop,Build visualizations within your Microstrategy application.,Data Storytelling and sharing insights.']"
ISO 37001. Anti-bribery management system,"['Business,Management,Compliance Management']","['The requirements of ISO 37001,How an organization can prevent and detect bribery,How to improve the anti-bribery performance of a company,Examples of anti-bribery controls']"
Understanding and tackling Gender Bias in the workplace,"['Business,Human Resources,Gender Equality']","['Understand how bias and stereotypes affect our decisions, behaviour and relationships,Understand the impact of gender bias in the workplace and the business case for tackling it,Hone their ability to objectively assess people’s strengths, skills and potential,Recruit, retain and advance the best people, regardless of gender,Make decisions that are well-informed, fair and sustainable,Know how to tackle gender bias both at an individual and at an organisational level']"
Workplace Communication: Effectively Deliver Criticism,"['Business,Human Resources,Interpersonal Feedback']","['Deliver criticism in the workplace,Coach colleagues to improve their performance,Critique employees to advance their skills,Give constructive feedback to colleagues on all aspects of job performance,Delivering bad news to customers,Communicating to drive change,How to Discuss a Raise or Promotion or a Firing,Managing a diverse team,How to have inclusive conversations at work,Virtual presentations,Delivering bad news to customers,Communicating to drive change,Effectively deliver criticism,Show less']"
Value-Based Healthcare: An Introduction (Premium Edition),"['Business,Other Business,Healthcare']","['value-based healthcare,value-based health care,VBHC,value-based payment,value-based insurance design,value-based pricing,healthcare,insurance,healthcare management,medical billing']"
Management Consulting Skills Mastery,"['Business,Business Strategy,Management Consulting']","['Gain a well-rounded consulting techniques. This program is taught by industry professionals who have real-world experience to bring to the table.,Explore the techniques and frameworks for problem solving to dominate your upcoming interview and land your dream consulting job,Participate in management consulting engagement to apply the consulting skills you learn in a real-world situation,Master consulting presentation skills that makes an impact,Learn how to develop your corporate strategy,Conduct a market analysis for your company and business,Learn the steps to an effective financial statement analysis,Learn how to deliver operations analysis to find out how your operation is working,Understand proven communication strategies for management consultants,Master steps to developing effective consulting slides,Learn leadership skills for a management consultant,Learn useful time management tips and techniques for consultants,Understand the process to prepare for a consulting interview,Show less']"
The Art of Negotiation - Become a Master Negotiator,"['Business,Communication,Negotiation']","['Learn and use advanced negotiation tactics.,Communicate clearly with the negotiating party.,Control the verbal and non-verbal signals.,Become assertive during the negotiations.,Build a good relationship with the negotiationg party.,Learn to reject an offer elegantly.,Successfully negotiate a salary raise.,Learn about the dirty tricks used during the negotiations.,Read and control body language.']"
Decision Modeling and Risk Analysis with Excel,"['Business,Business Analytics & Intelligence,Excel Modeling']","['Excel,Uncertainty Modeling,Decision Analysis,Data Analysis,Goal Seek,VLOOKUP,Pivot Table,Data Analysis Toolpak,Solver,Sensitivity Analysis,Tornado Chart,Treeplan,Decision Tree,Value of Information,Monte Carlo Simulation,XLRisk,Utility Theory,Utility Function,Exponential Utility Function,Statistics,Central Limit Theorem,Probability Distribution,Show less']"
R Shiny Interactive Web Apps - Next Level Data Visualization,"['Business,Business Analytics & Intelligence,R (programming language)']","['generate advanced shiny web apps,share apps over the internet or locally,embed pdfs, videos, images and text in a web app,create multi page shiny apps,add focus and zooming tools to shiny apps,generate shiny apps based on data tables,use pre defined layouts for styling,generate downloadable tables']"
Open To buy- Retail Merchandising Planning,"['Business,Other Business,Retail Business']",['Open To Buy Management- Increase cash flow for your retail business by planning your merchandise buying better']
Interactive Data Visualization with Python and Bokeh,"['Business,Business Analytics & Intelligence,Data Visualization']","['Build advanced data visualization web apps using the Python Bokeh library.,Create interactive modern web plots that represent your data impressively.,Create widgets that let users interact with your plots.,Learn all the available Bokeh styling features.,Integrate and visualize data from Pandas DataFrames.,Create dynamic graphs that plot real-time data.,Plot time-series data.,Integrate your data visualization apps with Flask apps.,Deploy the apps in live servers.,Learn how to troubleshoot Bokeh apps.']"
HIPAA Training for the 2020s,"['Business,Other Business,HIPAA']","['HIPAA training (with certificate),Complete HIPAA training with the latest 2021 developments (COVID-19, protests, 2021 Proposed Rule, etc.)']"
10 Shopify Dropshipping Strategies That Make Me 6-Figures,"['Business,E-Commerce,Dropshipping']","['Choose the best products,Work with high quality suppliers,Target top performing countries,Supercharge your Shopify store for sales,Unleash the power of marketing,Fuel your growth with engaging content,Get double cashback on every order,Create a smooth customer experience,Effectively manage your customers,Follow the winning principles of dropshipping,Build an empire that can’t be broken']"
After Effects CC: Motion Graphics & Animation Principles,"['Business,Media,After Effects']","[""By the end of the course you will be able to create animations like a pro animator - (not just motion),All the techniques in the course are Quick & Easy. It's all about fun and enjoyable animation.,Master Animation Principles used by Pro Animators - Exaggeration - Overshoot - Bounce - Follow through & Overlapping action and more...,You will learn Motion Graphics Techniques used by Professional to create animated movies,The Motion Techniques and Graphic Effects to implement the Animation Principles.,How to add Sound Effects and adjust the pitch,How to work with time to create flowing animations,You will have the option to download all the graphic artworks used in the course and design your own animations,I'll show you how to download free vector artworks (AI), how to organize them in Illustrator ready to animate in After Effects,How to create In and Out Transitions for Explainer Videos,And lots and lots of Motion Graphics techniques to level up your skills.,Show less""]"
Agile Scrum Master Training : Case Studies and Confessions,"['Business,Project Management,Scrum']","['Use real case studies to learn how to improve your agile scrum practices, deal with challenging situations and difficult people,Learn what scrum is and why it is so powerful for delivering projects, no matter how challenging the environment you are in,Learn how to use agile scrum for the improvement of any project situation using the daily stand-up, sprint planning, release planning, sprint retrospective, kick off meeting, bug backlog meeting and more,Feel confident in implementing these scrum improvements for any development, service, maintenence or support team,Learn how to use agile scrum to deliver even the most complex project WITHOUT paying thousands of dollars for training,Understand what the value of agile scrum case study is and How using these agile scrum case studies helps you to deliver projects more effectively,Explain what the definition of done is and how it will make your team or business more efficient,Understand the concepts behind empirical process control theory, definition of done and continuous improvement.,A complete overview of the scrum and how it is used to deliver even the most complex project on time']"
Fire Safety and Prevention Planning,"['Business,Other Business,Fire Safety']","['Understand why should you have a FIRE Prevention and Response Plan,Understand how to control the FIRE hazards,Understand the fixed extinguishing systems,Understand the usage of portable FIRE extinguishers,Understand the various modes of heat transfer (i.e conduction, convection and radiation),Understand the ""Training Requirements"" for FIRE prevention and response planning,Develop FSMS (Fire Safety Management System) for Organizations,Define the Roles and Responsibilities of a Fire Marshal or Fire Warden,Understand the usage and working mechanism of fixed and portable installations,Understand how to conduct fire risk assessments and develop mitigation plans']"
Basic Good Manufacturing Practices (GMP),"['Business,Industry,Good Manufacturing Practice (GMP)']","['You will learn the most important pharmaceutical regulation and its importance, obtaining a basic overview of the GMP requirements in pharmaceutical industry,You will become familiar with the technical terms of the GMP field and their meaning.,You will learn the fundamental parts of the pharmaceutical industry.']"
Public Speaking Training & Facilitator Certification,"['Business,Communication,Public Speaking']","['How to get rid of the Fear of Public Speaking and feel confident and know how to handle nerves,Deliver a high-energy, engaging workshop,How to develop a connection to your audience as a public speaker,Use slide presentations and other enhancements in a professional manner,Stay on time and easily remember your content,Develop and market your own workshop or program,Become a keynote speaker,Facilitate interactive groups,Collaborate with joint venture partners,Get corporate and governmental contracts']"
Train the Trainer Pro: No Beginners Allowed!,"['Business,Communication,Train the Trainer']","['How to immediately hook your class and get them salivating for what you are about to teach…even if they didn’t think they wanted to learn it,A guaranteed method to get “buy in” from even the most reluctant and challenging trainees,Q & A Maverick style: A comprehensive approach to answering questions that makes you look like an expert every time you answer a question,How to “Set the table” before trainees arrive and why they’ll love you for it,Specific strategies that will allow you to ease your burden and enjoy your classes more so you can feel less drained at the end of the day,The top reasons why trainers get nervous and what you can do to successfully handle them so you instantly LOOK less nervous,7 needs of learners in a classroom environment, and how to use tone & body language to get trainees into the palm of your hand,The secret to getting amazing evaluation scores,A foolproof strategy to get EVERY trainee to take notes on ALL of your key points,A complete welcoming exchange dialogue that you can use with each trainee that walks through your door,A step-by-step guide for effective listening that shows your trainees how important they are to you,Vocal tone techniques that allow you to speak more effectively, including what men and women must do differently to be effective,How to maximize the effect of your facial expressions to improve communication with ANYONE, especially someone you are listening to,The recipe for a powerful introduction for trainers that aren’t naturally confident,The 2 crucial ingredients you need for successful communication with every trainee,Why most icebreakers fail, and the top 3 things YOU should do instead,The top 3 ways to make trainees feel more comfortable in your classroom,How to build your confidence so you feel empowered long before trainees even arrive,A foolproof method to find out which trainees “got it” and which need more help,A simple technique you can do during the first break that will handle the “problem child”trainees and prevent potential disruptions BEFORE they arise,The 4 things you must prove to trainees in order to KEEP them in the palm of your hand, and how to do them every time,What to do when you are teaching something that trainees don’t feel like they understand,How to get your class excited by using 7 easy techniques to SHOW them they are enjoying themselves,A simple 4 step strategy that you can use to regain control of a derailed class and why involving the “expert” trainees in the room is so important,The top 3 ways to keep trainees attention every minute of the day, regardless of the topic,23 examples of questions you can use RIGHT AWAY that will get AND keep your trainees attention,How to use directional statements to get trainees to do what you want,Strategies for handling a challenging trainee called “the distracted inefficient”, including how to get their attention when it has been lost,Simple strategies to make challenging concepts and topics EASIER to understand,How to work the “sweet spot” in the room to maximize impact and improve engagement,7 common mistakes associated with the use of visual aids and how to avoid them in YOUR classroom,An “Active Questions” technique you can use to COMPEL trainees to respond to your questions that works almost EVERY time,The #1 reason trainees dread group work, and an EASY method to turn the table, and SAVE YOURSELF TIME AND ENERGY,A “whole class” approach to building rapport that will allow your trainees to feel comfortable asking for help,The top 2 reasons why some trainees aren’t following along with you, and how to make sure they start,How to appear RELAXED, CALM, AND CONFIDENT while you teach, and why that’s so important for your trainees,Why information is not instruction, and how to make sure you aren’t just an information resource,The famous “90/10” rule for preparation and how you can use it to propel your training,The secret to answering questions so you ALWAYS look like you know the answer,The top 5 ways to determine whether trainees remember what you have taught them,Why it’s so important to use evaluations in your class, and what to include in them to get the most benefit,The secret to facilitating and managing the pace in your classroom,The 3 kinds of question askers you’ll face in your classroom and how you can come prepared,How to get trainees to like you and why it’s so important that you do so,The 6 questioning techniques that every trainer must know to keep trainees engaged and understanding, and exactly how to execute them,The three things you can do to EFFECTIVELY SHOW that you are listening to a trainee’s question,An easy to follow recipe for answering questions so that your trainees ALWAYS feel good about their question AND your answer,How to manage the pace of your class to satisfy both the “fast” and the “slow” learners,Everything you never realized you needed to know about writing on the board effectively so you can maintain engagement and actually increase learning,A step-by-step guide you can use to prepare your responses to “On-The-Fly” questions,Show less']"
ISO 45001 - Occupational Health & Safety management system,"['Business,Management,ISO 45001']","['The content of ISO 45001:2018,Write safety procedures,Manage nonconformities,Audit a company according to ISO 45001:2018,Make a Risk-Opportunity Assessment,How to make a Context Analysis,Occupational Health and Safety']"
Full Business Analysis Study Guide (CCBA® Exam preparation),"['Business,Business Strategy,Business Analysis']","['Business analysis practice and methodology on the level to pass a certification exam,Key success factors to perform better analysis,Structured view on business analysis core knowledge areas and skills,The role and value of business analysis,Foundation knowledge about enterprise architecture,Foundation knowledge about business process modelling,Foundation knowledge about quality management']"
[NEW] Amazon FBA Masterclass by a 7-Figure Seller,"['Business,E-Commerce,Amazon FBA']","['Maximize your ROI (Return On Investment) to 100%+ per year,Pick a highly profitable product each and every time,Master the process of product research using highly effective and efficient tools,Master the art of using common sense to analyse product opportunities,Master the art of adding value to your product at a super low cost and stand out from competitors']"
Introduction to Contract Management,"['Business,Management,Contract Management']",['This course provides an overview of contract management']
Start & Run a Local Viral Email Marketing Home Business,"['Business,Entrepreneurship,Home Business']","['Run a simple but very profitable, home business,Make very good money, month after month - clients pay you, very happily, every month!,Work a few hours each month, at hours to suit you!']"
Work From Home as a Virtual Assistant,"['Business,Entrepreneurship,Virtual Assistant']","['Determine if being a virtual assistant is right for you,Learn what you need to do before opening for business,Set your business policies and set yourself up for success,Learn how to set your rates,Prepare your business for launch,Create processes for the day to day running of your home based business,Successfully launch your business']"
The Fundamentals of end-to-end Supply Chain Management,"['Business,Business Strategy,Supply Chain']","['An overview of: the end-to-end supply chain, supply chain management, procurement & supplier management, contracts & negotiations, supply chain strategy, logistics (inbound & outbound), supply chain enablement, supply chain planning, supply chain network optimisation.']"
PRINCE2 Foundation Six Practice Certification Exams (2023),"['Business,Project Management,PRINCE2']",Nill
The Human Resources Certification Program (HRCI - PHR/SPHR),"['Business,Human Resources,Human Resources']","['Human Resources Core Concepts,Business Management and Strategy,Workforce Planning and Employment,Human Resource Development,Compensation and Benefits,Employee and Labor Relations,Risk Management']"
Entrepreneurship: How To Start A Business From Business Idea,"['Business,Entrepreneurship,Business Idea Generation']","['A-Z roadmap of steps to start a business, gain independence and enjoy the freedom of being your own boss!,Gain confidence and become decisive about the ideal way to proceed with your business,Expert help and advice from the instructor in 1-to-1 office hours calls and course discussions. 99% of questions are answered within 24 hours.,More than 10 practical ways to raise funds for your business,Alleviate the stress you are experiencing from struggling in business,Identify highly profitable business niches, develop new business ideas, and continuously improve them to increase your profits,Write a business plan with winning strategies that prepare your business for growth,Avoid costly mistakes made by most first-time entrepreneurs, and save precious time and money,Learn when and how to protect your intellectual property,Increase your confidence and decisiveness when making crucial business decisions,Begin your entrepreneurship journey with proper guidance and caring support!,Show less']"
Customer Analytics in Python,"['Business,Business Analytics & Intelligence,Marketing Analytics']","['Master beginner and advanced customer analytics,Learn the most important type of analysis applied by mid and large companies,Gain access to a professional team of trainers with exceptional quant skills,Wow interviewers by acquiring a highly desired skill,Understand the fundamental marketing modeling theory: segmentation, targeting, positioning, marketing mix, and price elasticity;,Apply segmentation on your customers, starting from raw data and reaching final customer segments;,Perform K-means clustering with a customer analytics focus;,Apply Principal Components Analysis (PCA) on your data to preprocess your features;,Combine PCA and K-means for even more professional customer segmentation;,Deploy your models on a different dataset;,Learn how to model purchase incidence through probability of purchase elasticity;,Model brand choice by exploring own-price and cross-price elasticity;,Complete the purchasing cycle by predicting purchase quantity elasticity,Carry out a black box deep learning model with TensorFlow 2.0 to predict purchasing behavior with unparalleled accuracy,Be able to optimize your neural networks to enhance results,Show less']"
Dynamic Dashboards and Data Analysis with Data Studio - 2022,"['Business,Business Analytics & Intelligence,Data Analysis']","['Understand the art of capturing data-driven insights and visual storytelling,Use all chart types throughout the course (Bullets, Pie Charts, Scorecards, Scatter plot and etc.),Get familiar with Google BigQuery for Google Data Studio,Build advanced dashboards with pivot tables and use the ""Expand-collapse"" function,Connect and blend data sources, and learn about dimension cardinlity,Build a user journey funnel with Google Analytics data (Practical Example #1),Create a device breakdown visualization with user-level data (Practical Example #2),Create custom dimensions with conditional expressions (CASE + REGEXP_MATCH + IN),Explore dashboard design and conditional formatting,Create time series with rolling dates and interaction filters,Get a FREE dashboard template,Show less']"
Constructive Feedback: Manager's Step-By-Step Guide,"['Business,Management,Interpersonal Feedback']","['You will be able to confidently follow the framework for delivering constructive feedback to staff.,You will be able to effectively discuss performance and/or behavioural issues with staff.,You will recognize why you sometimes delay providing feedback.,You will understand where constructive feedback fits within the framework of progressive performance management.,You will learn what the most common coaching pitfalls are the many managers fall into and that you need to avoid.,You will be given a list of some of the most common core reasons for employee under-performance.,Provide effective constructive feedback, and you will encourage effort, enhance performance, increase efficiency, reduce mistakes, and accelerate staff careers.,PLEASE NOTE: the principles taught in this course are common practice in Australia, New Zealand, United States, and some other countries. Based on what country you work in, you may need to adapt some of the content to the common practices and requirements of that country.,If you already have extensive experience in providing constructive feedback']"
Smart Tips: Leadership,"['Business,Management,Leadership']","['Identify the typical patterns that sabotage confident leadership and develop strong tactics for moving around them,Get clear about your individual and team’s purpose, values and vision for the future,Master relational leadership skills like designing alliances, having courageous conversations and asking for help with ease,Share your personal leadership vision and get practical tips on taking it out into the world to inspire and energize others']"
PMP® Renewal-14 PDUs for PMP: Basic Project Management Math,"['Business,Project Management,Project Management Professional (PMP)']","['Pass the PMP® Exam!,Solve all of the math related questions in PMP® exam easily,Solve all of the math questions in PMP® exam easily,Learn Earned Value Management Concepts in Detail,Solve ""Contract Type"" related math questions,Learn how to do risk analysis,Learn critical path method for PMP® exam.,Solve schedule network analysis questions easily.,Learn Activity Duration and Cost Estimating Techniques,Learn ""Project Selection Methods"" in detail for PMP® Exam,Get a strong background for PMP® exam,Get incredible discounts for my other courses.,Show less']"
Shopify Tyrant: How To Start An Ecommerce Biz From Scratch,"['Business,E-Commerce,Shopify']","['Make at least $100/Day of Passive income!,Master The Art Of Dropshipping.,Start As Many Online Stores As You Want For Free.,Become A Conversion Expert.']"
CRM: Customer Relationship Management,"['Business,Communication,CRM Customer Relationship Management']","['How to improve Customer Relationship Management by proactively developing relationships that get the best results from your customers,How to avoid 12 common CRM mistakes that businesses often make,How to manage customer relationships to boost purchase recurrence and attract new clients,The ‘7 Key Ingredients of MCR (Maximising Customer Relationships)’,How to develop a proactive approach to focus your time, resources and efforts on the ‘right’ customers,Practical tools and techniques to help you carry out customer attitude surveys, get to know your consumer and identify issues and opportunities,How to devise your own ‘MCR’ plan by putting together multiple customer relationship management strategies']"
Master Agile Estimation: Top Techniques for Scrum & Kanban,"['Business,Project Management,Agile']","['Discover how to set up an estimation process that suits your environment,Gain in-depth knowledge of the most popular estimation techniques used by modern agile teams,Identify and troubleshoot common estimation problems,Recognise when to re-estimate & when not to,Gain skills you can apply immediately - 10 practical exercises included']"
Project Management Training,"['Business,Project Management,Project Management']","['4 sets of simulations tests with a total of 800 Q&A with explanations.,You can use this course to prepare for the CAPM and other Project manager exams.,Apply your knowledge post every module with 15- 20 questions.,Gain a comprehensive understanding of the Project Management best practices.,Educational support from trainer via email within 48 hours.,Downloadable memory map & other resources.,35 Contact hours from this course, needs to be earned before 31st December 2020.']"
Hybrid Project Management for Project Managers,"['Business,Project Management,Project Management']","[""Discover the value of a hybrid methodology and how it can benefit your projects,Identify the advantages and drawbacks of waterfall & agile methods and how each can contribute to your hybrid,Pinpoint the technical and people skills needed to successfully execute a hybrid project,Assess your organizations' readiness for a hybrid project management approach,Sell your project stakeholders on using a hybrid method,Build a hybrid approach for successful project delivery""]"
Mastering DAX Calculations in Microsoft Power BI,"['Business,Business Analytics & Intelligence,DAX']","[""Master the art of DAX calculations and unlock the full potential of Microsoft Power BI,Gain expertise in structuring and formatting DAX formulas for optimal performance,Utilize DAX variables effectively to enhance your formulas and achieve advanced analytical insights,Create powerful analytical models by leveraging calculated columns and measures in Power BI,Discover how to write aggregation, iteration, and table DAX functions to perform complex calculations,Visualize the inner workings of the DAX calculation engine and understand the concept of 'context',Solve real-world analytical scenarios using DAX and unlock actionable insights from your data""]"
Statistical Process Control (SPC) Using Microsoft Excel,"['Business,Operations,Quality Assurance']","['Basic Statistical Concepts,Statistical Process Control, SPC,Pareto Analysis,Variable and Attribute Control Charting,Process Capability Analysis,Linear and Multiple Regression Analysis,Correlation and Excel’s Correlation Matrix,Quality Engineering Statistics within Microsoft Excel,Key concepts of Quality Engineering and Quality Management']"
Be A Better Manager 1 - Influential Management Training,"['Business,Management,Manager Training']","['You will learn how to become a manager that influences those around you, including your team, your colleagues and your own managers and bosses,You will learn how to influence people around you in a positive way,You will learn how to avoid common mistakes that managers make interacting with people,You will understand the secrets of influential management practice']"
Start a Social Media Marketing Agency from Home,"['Business,Entrepreneurship,Social Media Marketing']","['Create your own social media marketing agency from home,Assemble a team of skilled people to help grow and scale your business,Offer a wide range of social media and digital marketing services,Have the products and tools neccessary to find and close clients,Up-sell and cross-sell your clients on other related and value-added services,Create a website that advertises your services and gets leads']"
Tech Writers Master Class,"['Business,Communication,Technical Writing']","['How to write technical documents that meet the needs of your readers,Which resources to use to help you write with more confidence,How to choose the best words to use,Write more powerful sentences and effective paragraphs,Understand the best technical writing styles to use,Add the right kinds of graphics to your documents,Format your documents more professionally,Know what elements to include in different types of technical documents,Proofread and edit your documents more easily and effectively,Conduct usability studies,Get the feedback you need from subject matter experts,And tips that will help you write the best technical documents.,Show less']"
Employee Engagement & Retention,"['Business,Human Resources,Employee Engagement']",['How to improve Employee Engagement during each stage of the employment life cycle']
Become QlikView Developer from Scratch,"['Business,Business Analytics & Intelligence,Qlikview']",['You will be able to start building QlikView data models after completing this course.']
Airbnb Entrepreneur : Become the Best Listing in Town!,"['Business,Real Estate,Airbnb Hosting']","['Kick-start renting on Airbnb in the most efficient way,Optimize Airbnb business using the best practices,Avoid critical mistakes which can be detrimental for Airbnb renting,Become the best Airbnb renting option in town,Make the most money out of the local Airbnb market,Automate Airbnb renting to generate passive income']"
All You Need to Know About ServiceNow Administration,"['Business,Operations,ServiceNow']","['Get knowledge on configuring processes,Have Knowledge on ServiceNow platform to complete the ServiceNow System Administrator Certification Exam,Comprehend the Admin activities in ServiceNow,Understand Basic ITSM Processes,Understand the Basic User Interface and Navigation in ServiceNow,Create Tables, Fields, Form Layouts, Views,Create and Administer Users, Groups and Roles,Understand Different Types of Dictionaries/Fields,Import Data into ServiceNow Tables,Configure Application Menus and Modules,Understand Basic Configurations - UI Policies, Client Scripts, UI Actions, Business Rules, ACLs and SLAs,Build Service Catalogs, Record Producers, Order Guides and Workflows,Create Reports and Dashboards,Knowledge Management,Trigger Email Notifications and Events,Migrate Customizations from one instance to Other through Update Sets,Show less']"
Proven & PROFITABLE Amazon PPC Advertising Course (2023),"['Business,Entrepreneurship,Amazon Ads']","['Want a PROVEN, simple way to get your ACOS below 30% AND generate significantly more reviews, keyword ranking & sales? This Amazon PPC course is for you!,100% FREE Amazon PPC bid optimization calculator AND weekly bid optimization template! (Lecture 1),Learn what the heck Amazon PPC advertising is and the BEST way to use it to increase rank, reviews, & ultimately profit in 2023,WATCH THIS - #1 reason for Amazon Ad failure (Lecture 5),Generate HUNDREDS of RIDICULOUSLY profitable keywords in MINUTES (Lecture 16),Ethically exploit weak competitors for serious profit EVEN IF you have 0 reviews (Lecture 22),Extremely SIMPLE, step-by-step training tutorials on how to set up every single Amazon PPC campaign from start-to-finish (Lectures 13 - 32),How to use Amazon Advertising for your Amazon product launch (Lecture 40),Complete guide to maximize your Sponsored Product Ads (SPA), Sponsored Brand Ads (SBA) and Sponsored Display Ads (SDA) for beginners to advanced.,Get more sales WITH a lower ACOS every week with this EXACT Amazon PPC bid optimization checklist (Lecture 34),PROFITABLY scale & manage your Amazon PPC campaigns with Search Term reports! (Lectures 41 - 43),Save HOURS of time & stress with the #1 (little-known) Amazon PPC automation tool. (Lectures 37 - 39),EVEN MORE tips & tricks not found ANYWHERE else! ADD TO CART now.,Show less']"
Trello Project Management: Complete Course,"['Business,Project Management,Trello']","['By the end of this course you will be able to manage your own tasks to effectively boost your productivity.,In this course you will learn how to manage your team collaboration using Trello.,You will learn how to make your project workflow more productive.']"
Customer Success: How to Reduce Churn and Increase Retention,"['Business,Sales,Customer Success Management']","['You will be able to increase your retention rate,You will reduce your churn rate,Increase your annual recurrent revenue,Keep customers happy and loyal to your company']"
HR Course - Agile PeopleOps Framework (APF) : Foundation,"['Business,Human Resources,Agile HR']","[""Learn what Agile is and why it is so important in today's dynamic business world,Understand Agile Manifesto - Values and Principles,Understand the paradigm shift in Human Resources (HR),Understand the Agile movement in Human Resources (HR) functional areas,Learn what Agile People Framework (APF) is,Explain what APF Manifesto is and why it is at the core of APF implementation,Understand new concepts of leadership, mindset, and organizational culture,Understand and explain what APF Values are,Explain what APF Principles are""]"
"2023 Amazon Sales: Amazon SEO, Ads, Ecommerce Marketing","['Business,E-Commerce,E-Commerce']","['Sell more products on Amazon,Dominate your Amazon product niche,Amazon SEO ranking domination - rank #1 in Amazon search,Get recommended by Amazon,Successful Amazon ads,Best Amazon Ecommerce tools for keyword research and ranking,Selling on Amazon like an Ecommerce professional']"
"Data Analysts Toolbox: Excel, Python, Power BI, PivotTables","['Business,Business Analytics & Intelligence,Python']","['How to create amazing looking dashboards using Pivot Tables,Advanced data analysis techniques,How to do a PivotTable (a quick refresher),How to format a PivotTable, including adjusting styles,Advanced Sorting and Filtering in PivotTables,How to use 3D Maps from a PivotTable,How to update your data in a PivotTable and Pivot Chart,Advanced Sorting and Filtering in PivotTables,Analyze huge buckets of data to make informed business decisions,Become confident cleaning, sorting and linking data from various sources,How to create stunning, interactive dashboards with Power BI,How to share your analysis and dashboards using Power BI Online,To import CSV and Excel files into Power BI Desktop,All about DAX including using the COUTROWS, CALCULATE, and SAMEPERIODLASTYEAR functions,All about using the card visual to create summary information,How to create amazing visuals, such as clustered column charts, maps, and trend graphs,How to use Slicers to filter your reports,How to edit the interactions between your visualizations and filter at visualization, page, and report level,Put their skills into practice with a real Python project,What is Python and why was it created,How Python fits into the diverse ecosystem of programming languages.,The basic data types in Python - Strings, Integers, Floats, and Boolean,All about Pythons built-in functions,How to debug errors in Python,How Variables and Functions work in Python,How to use IF-Else Statements in Python,All about storing complex data, including Lists and Dictionaries,How to install Python locally,How to write your first script in Python,Show less']"
Product Management Certification+Agile Product Owner+Scrum,"['Business,Management,Product Management']","[""You will become a certified Agile Product Manager (certificate available on completion),You will be fully prepared for the PSPO I Certification Exam ( Professional Scrum Product Owner I ),Learn the difference between a traditional Product Manager and an Agile Product Manager,Confidently learn the role of a Scrum Product Owner / Agile Product Manager,Learn how to manage any product using Agile Scrum techniques,Learn how to use Scrum ( the most popular agile framework ) to create any product,Learn the 4 Scrum Events used to deliver efficient, high quality products,Learn how to become an Agile Product Manager WITHOUT paying thousands of dollars for training,Understand what User Stories are and how they can help you to gather requirements more effectively,Explain what the Product Backlog is and how it will help you to deliver products in the most reliable and efficient way possible,Understand the concepts behind Product Vision and the Product Roadmap to achieve all your stakeholders' goals,Show less""]"
PMP Practice Exams: Set One for PMP Candidates,"['Business,Project Management,Project Management Professional (PMP)']",Nill
The Power of Motivation - Shape and Control Your Destiny,"['Business,Entrepreneurship,Motivation']","['Become fearless,Emanate Confidence,Climb the career ladder,Define your goals,Become more energetic,Fuel your brain with positivity,Become hungry for success,Increase your self-confidence,Boost your self-esteem,Conquer obstacles,Overcome procrastination,Take control of your thoughts']"
Fiverr Freelancing 2023: Sell Like The Top 1%,"['Business,Entrepreneurship,Fiverr']","['Updated for 2023 Fiverr freelancing,Turn your Fiverr buyers into long-term customers who have high lifetime customer value,Sell many gig-extras and additional freelancing services to existing customers,Increase average freelancing order size on Fiverr,Sell many more freelancing gigs with on-Fiverr SEO,Learn the art of up-selling additional freelancing services,Make serious money on freelancing Fiverr,Build a big freelancing business by hiring other freelancers']"
Copywriting - Become a Freelance Copywriter In 7 Days,"['Business,E-Commerce,Writing']","['Learn how to become a professional copywriter and write sales copy for any form of commercial/website (sales pages, sales letters, Facebook ads, web banners, landing pages etc) all from the comfort of your home.,Learn how to find your first paying copywriting client in 7 days,Learn how to make a part- or full time income as a copywriter working 100% from home,Learn how to use their copywriting skills to create a $1000/m passive income stream']"
Kanban+Agile Kanban Productivity & Efficiency+Agile Scrum,"['Business,Project Management,Agile']","['Learn what kanban is and why it is so powerful for maintaining the highest level of production without overloading your team or business,Learn how to use kanban for your services or to support products and projects in a complex environment,Feel confident in implementing kanban for any service, maintenence or support team,Understand what a Workflow is and How the kanban style workflow helps to manage tasks more effectively,Explain what Work In Progress (W.I.P) limits and how they will make your team or business more efficient,Understand the concepts behind the “pull system” and who sets priority within the kanban method,Learn how to refine your process in any business,Learn Toyotas Six core kanban rules and how this has been used to create one of the most successful companies in the world so that you can use the same rules,A complete overview of the Kanban Board and how it is used to visualise the work-flow']"
"Projects Cost Management, Estimating, Budgeting and Control.","['Business,Project Management,Project Cost Management']","['How to estimate costs for a project,How to determine project budget,How to control project costs,How to use Earned Value Management indicators']"
