Course Title,Labels,Details
"The Complete Resume, LinkedIn & Get Your Dream Job Course!","['Personal Development,Career Development,Job Search']","['#1 Best Selling Career Development Course on Udemy! This is 3 courses in one (interviewIng skills + resume/linkedin skills + networking skills!).,Get your dream job. This comprehensive complete career course is 12 hours, contains more than 250 lectures, 67 easy to complete exercises and 29 templates/other downloads to help you get your dream job!,Build your perfect resume (using a format I have successfully used for more than 20 years).,Interview better than anyone else (you will be able to answer ANY interview question and turn your weaknesses into strengths).,Build your perfect LinkedIn profile (learn how to get more recruiters & employers to find you).,Network better than anyone else so you can get your dream job (or even get customers etc).,Goals: Know what your career goals are (no limits) through an optional goal setting workshop.,Passion: Know how to figure out what career you are most passionate about so that it feels like you don\'t have a job...you have a passion!,Turn your \'perceived\' weaknesses into strengths.,Answer any question you have no idea how to answer.,Know what to bring to the interview to increase your chances of getting hired (your competition will definitely not do this…). These interview exhibit secrets helped me change careers many times.,Add structure to your answers and use frameworks that the interviewer will appreciate and understand.,Know how to talk about your strengths in interviews so your answers are powerful, passionate, inspirational and right from the heart.,Understand what you need to know about the company you are interviewing at. I will show you an easy way that Wall Street analysts use to research firms from a qualitative perspective, which will make you look awesome!,Understand why relationships are always more important than product knowledge. You need to bond first with the interviewer and talk business later.,Structure your delivery in an interview and understand how to use transition words and words that buy you time!,Know what words to use and what words to never use.,Understand how to read the interviewer to tell if you are doing well in the interview.,Know when to stop talking and avoiding ""over selling."",Answer questions a certain way that helps you know what question the interviewer will ask you next!,Understand how to answer very tough questions (so that the actual interview will be easy for you)!,Know how to help people you are interviewing with ...and if you do (and I will explain how) then you have a HUGE chance of getting hired.,Understand how to think like the interviewer, which will increase your chances of getting hired (and know what answers they want to hear).,Use technology to help you prepare for the interview.,Know how to deal with an aggressive interviewer (it\'s only a test).,Understand how to have positive body language in your interviews and what can hurt your chances of getting hired.,Know what to wear to an interview as every company is different. In the course I provide you with great resources to help you find out what to wear to the interview,Know from my work experience, why I have decided to hire and not to hire people after interviewing them.,Understand how to interview with people at different seniority levels in a company. You can\'t approach all interviews the same way; it all depends on the rank of the person you are interviewing with.,Know what questions to ask in the interviews (and when to ask). You need to ask questions in interviews based on the seniority of the person interviewing you. I will provide many examples.,Know what to do the morning of the interview (before the interview). You will have a thorough checklist ready and you will be more than ready for your interview!,Know what to do IMMEDIATELY after the interview. These post interview tips will help you increase your chances of getting hired.,Negotiate a higher salary. You got the job! Now What? Crucial advice on what to do now that you got the job, including negotiating your salary and why NOT quitting could be a good option...,Know when to decline a job offer, how to respond to a rejection which can help you a lot in the long run and why interviewing is an incredible way to network even if you don\'t get the job!,Know what your goals are in life [Optional Goal Setting Workshop Section]. This section will change your life. We will set incredible goals and what your resume WILL look like in 10 years. We will follow through and make these goals a reality within 10 years.,Understand what impactful words you should include on you resume. There are certain impactful words we must include on our resume. We will also talk about optimal job titles to use (if you started a club or work part time or if you don\'t have an official title).,Know what accomplishments to put on your resume. We will discuss how to list your top accomplishments on your resume. Plus there are definitely a few things that you have accomplished that you never thought of putting on your resume.,Know exactly how to format your resume.,How to create an unbelievable cover letter. We will talk about how to make an incredibly passionate, simple and effective cover letter.,How to optimize your LinkedIn profile so that recruiters have an easier time finding your profile.,How to embrace Search Engine Optimization (S.E.O.) the easy way. We will add more complexity to your LinkedIn profile as keywords help you rank higher in search rankings.,How to add much more depth to your LinkedIn profile.,Know what should be included in LinkedIn recommendations (if possible). What should be in recommendations? Keywords please for SEO (Search Engine Optimization)!,Know how to add endorsements, which helps recruiters find you on LinkedIn and helps you with S.E.O. (Search Engine Optimization).,Comprehend why to only take advice from successful people...and comment on their posts!,Understand the secrets of getting recruiters to find you via ""groups."" Recruiters, potential employers and potential customers will find you more easily if you are members of ""groups"".,Know what you should remove that is written online (and negative of course) about you and how can we do this so recruiters don\'t see negative items when searching our names.,How you can rank higher in Google search rankings.,Get incredible networking meetings!,Know when to follow up with contacts after a first meeting and the amazing and value added way to stay in touch.,Network with your heart so you can ""accidentally"" receive 10x > than you give. You will find that if you give from your heart (without expecting anything in return), then you will receive much much much more in the long run. The most successful people are often givers.,Network to reach all of your professional, education and personal goals! Let\'s fill the gap between where we are now and where we want to be in 10 years! Let\'s do this!!!!!!!!!!!,Use networking strategies if you have no idea what you want to do. We will discuss ideas on how to find your calling, your passion and your career by analyzing those that have gone down different career paths that you are not sure you want to take yet.,Switch careers using many strategies, including seeking advice from those that have changed careers and how to network and meet with them for guidance.,and much more...,Show less']"
Facilitation Skills: The Core Skill of Great Team Leaders,"['Personal Development,Leadership,Facilitation']","['1. To gain an understanding of the essential skills and behavior of effective team leaders.,2. To practice those behaviors that lead to optimum participation and commitment to action by team members.,3. To learn the critical listening skills that are essential to all personal communications and to team leadership.,4. To understand when and how to use each of three decision-making styles: command, consultative and consensus.,5. To learn how to both give and receive feedback, or “straight-talk”, in a manner that leads of learning and continuous improvement.,6. To learn the critical skills of effective leading virtual teams to effective performance.']"
Become a SpeedDemon 1: Productivity Tricks to Have More Time,"['Personal Development,Personal Productivity,Personal Productivity']","['Harness the preeminent theories of productivity and time management to squeeze more time out of the day,Use cutting-edge hacks, tips, and tricks to improve computer productivity work,Identify time-wasters and zap them before they drain the day away,Cut out the bad habits that cost hours in the day for no reason,Make more time for the things that matter in life']"
Primal Learning - Join the Top 1% Fastest Learners,"['Personal Development,Memory & Study Skills,Learning Strategies']","['Optimize your brain chemistry for increased productivity and learning,Enter the peak performance state ""flow"" consistently,Approach any type of learning with the most efficient and appropriate strategy,Implement the most efficient, and scientifically proven, learning techniques,Optimize aspects of lifestyle such as sleep and nutrition to enhance learning speed and focus,Double your reading speed']"
Mindful Resilience for Work-Life Thriving,"['Personal Development,Stress Management,Resilience']","['Discover practical and science-backed methods to overcome overwhelm, stress and distraction,Gain several coping strategies to reduce stress and increase focus, presence and high-performance,Assess your stress and its impact on your capabilities, relationships and outcomes, and learn what to do about it,Leverage techniques and tools for better collaboration, communication and impact,Measurably increase emotional and relational intelligences,Assess your well-being and commit to key factors that generate wellness, prosperity and joy,Explore research-based positive habit strategies and create your takeaway plan of action for sustainable success,Gain a robust toolkit of evidence-based practices, coaching worksheets, guides and resources that will help you master your stress response, deepen your emotional intelligence and enjoy work-life thriving for years to come']"
Soft Skills: The 11 Essential Career Soft Skills,"['Personal Development,Career Development,Soft Skills']","['Understand how to be a great communicator,Become a stronger listener,Appear professional to co-workers and bosses of all ages,Avoid common career blunders that often end careers,Manage expectations for bosses and colleagues,Position yourself for promotions,Make technology your asset, even if you are afraid of technology,Avoid the Not My Job Syndrome,Develop EQ to Match Your IQ,Develop leadership qualities,Master the art of pitching yourelf,Improve your remote selling abilities,Learn to master difficult conversations,Show less']"
Time Management & Productivity Best Practices: Get More Done,"['Personal Development,Personal Productivity,Time Management']","['Dramatically increase their productivity and manage their time much better.,Use tips and best practices that are practical in nature and can be implemented immediately.,Actually reduce their incoming email by 90% or more!,Stop getting bogged down on the telephone and still reduce their voice mails by 90%.,Determine their preferred communication method and funnel everything to that.,Learn the #1 way to reduce or eliminate procrastination.,Focus on their most important task that will move them toward their own goals.,Learn the importance of knowing what time of day you are at your most productive.,How to apply the Urgency Vs. Importance Matrix through concrete examples.,Understand the dynamic force that is the 80/20 rule and how to make it work for you.,Achieve excellence without being slowed down by being a perfectionist.,Show less']"
Email Ninja - Take Back Control of Your Email Inbox,"['Personal Development,Personal Productivity,Email Writing and Etiquette']","[""What is an inbox, what is it's purpose and why does it often get out of control?,Simplify your archive folders for speed,Two simple habits to get your inbox to zero everyday,Two simple habits to reduce email stress and keep on top of actions,Self-commitments to ensure it happens today!""]"
Happiness Life Coach Certification (Accredited),"['Personal Development,Happiness,Life Coach Training']","['Learn the techniques and tools that will help you help others find their happiness,Understand and learn the psychology of what creates long term change in people,Utilize a proven, step-by-step system with all the materials needed to help people,Be able to teach what you learn with confidence,Increase your credibility,Enhance your coaching business,Offer new services to current clients,Provide workbook materials to your clients,Add additional sources of revenue to your bottom line']"
Growth Mindset and Neuroplasticity : A Model for Success !,"['Personal Development,Personal Transformation,Mindset']","['The Research Findings, from Neuroplasticity, Mindset, Grit, the 10,000 Hours, Purposeful Practice, and more ...,A Systematic Plan to Develop your Skills, and Achieve Excellence, through my 4-Factor Excellence Model,Learn about the Research, Insights, and Analysis, on Effort, Development, Resilience, and Agility,How to apply all those Insights and Research to gather Lessons for your work, and life']"
Double Your Confidence & Self Esteem - Complete Blueprint,"['Personal Development,Self Esteem & Confidence,Confidence']","['Last Content Update DEC 2021,FREE Black Friday EXTRAS are already in the course!,Develop Your Inner Confidence and high level of SELF-ESTEEM,Become Perceived as a Confident Person by others,Start Believing in Yourself,Practical Strategies, Techniques and Methods,Stop Seeking Approval and Validation,Eliminate the Fear of Rejection,Eliminate Nervousness and Social Anxiety,Become More Social and Learn How To Connect with People,Feel Comfortable in Your Own Skin,Learn How To Make a Good First Impression,Learn How To Speak with Confidence,Enjoy TV Quality Videos,Learn how to develop Confident Body Language,Learn how to expand your Comfort Zone,Embrace Comfort Zone Challenges,Toughen yourself up,Lear how to use MEDITATION to boost your CONFIDENCE,Develop a ""Winner\'s"" state,Create various Elevator Pitches for Confident Communication,Create stories that project high value,Use a ""phone"" trick to dramatically boost your confidence in an instant,Learn how To Destroy a Negative Spiral,Become Confident Around Intimidating People,Show less']"
10X SUPERHUMAN Focus: Maximize Your Brain & Focus,"['Personal Development,Memory & Study Skills,Focus Mastery']","[""#1 Best Selling FOCUS Course for High Achievers on Udemy!,How to create a system that can adapt to your changing needs so that you focus on your job, whatever it is, whenever you need to and wherever you are.,What are the MAJOR 8 Strategies to dramatically improve your concentration.,7 habits of mind and foundational concepts that will serve you for a lifetime.,How to move specific ideas/projects ahead quicker and easier.,What it takes to be more productive and committed.,Achieve quicker the results that you really want.,Implement the 6 Step Process in organizing and processing your goals.,Get Exclusive Access to Eight of the MOST EFFECTIVE Concentration Exercises.,How to improve your reading comprehension and retention using concentration.,Top 8 benefits of having a better concentration when learning.,How to create the right habits you desire.,How to use focus to lead your life as an achiever.,How to break from the chains of distractions.,How to become a master of time management.,Strengthen your focus.,Take focused action and achieve breakthrough results.,Get focused on what's most important to you.,Define your priorities and take action aligned with these.,How to acquire and grow skills using concentration.,How to re-frame a failure and never give up.,Discover the Strategic Learning Process.,Why you need to set long-term goals and constantly be thinking about the future.,Have exclusive access to EIGHT of the MOST EFFECTIVE Concentration Exercises.,How to maintain your focus and ELIMINATE all the distractions from your life.,Show less""]"
Persuasion Masterclass: How To Powerfully Influence Anyone,"['Personal Development,Influence,Communication Skills']","['1. By the end of this course, you will be able to powerfully move others to action,2. You will master the 7 personality traits of the most powerful persuaders use to persuade others,3. You will learn the ""Insider Persuasion Questions"" to ask yourself before any important conversation,4. You will know EXACTLY what to say to get others to deeply hear what you say,5. You will also get access to worksheets and tools to master everything you learn']"
Positive Self Talk - Affirmations & Mindset,"['Personal Development,Personal Transformation,Mindset']","['Practical techniques for living a happier, more fulfilled life,Use mantras and affirmations to change your life,Be more confident and assertive,Learn how to be more optimistic,Boost your resilience,Break the cycle of negative thinking,Take back control of your life,Become more creative,Find it easy to stay calm in difficult situations,Feel content with life,Discover how gratitude can make us happier,Unlock the power of positive thinking']"
Become a Master at Conflict Management at Home or Work,"['Personal Development,Leadership,Conflict Management']","['Conflict management skills to solve problems and maintain healthy relationships,How to prevent disagreements from becoming unhealthy conflict,A concrete framework and steps for entering into difficult conversations and resolving conflict,The mindset, confidence and skills to facilitate conflict resolution,The advantages and disadvantages of different communication styles,How to calm and manage yourself during conflict,Conflict management at home and on the job with lots of real-world examples']"
Influence People with Persuasion Psychology,"['Personal Development,Influence,Psychology']","['Get people to say ""yes"" more often,Understand the underlying psychological principles of influence,Develop your own strategies to influence other people\'s behavior']"
How to be more productive working from home,"['Personal Development,Personal Productivity,Personal Productivity']","['How to be more productive with time left over,How To Dress For Success,How to block your time for the most important tasks']"
Voice Training – 30-Days to a More Confident Powerful Voice.,"['Personal Development,Influence,Voice Training']","['Within only 30 days from now you will have a voice that sounds rich, confident and more authoritative.,You will be able to retain your viewers attention and keep them more engaged.,You will be able to create videos that connect with your viewers and force them to take action.,You will be able to stand in front of an audience and deliver powerful speeches that make your audience want to listen to your every word.']"
Leadership: Leading When You Are Not In Charge!,"['Personal Development,Leadership,Leadership']","['Apply leadership best practices and principles.,Play a leadership role...even if you are not the boss.,If you are in charge this course will make you an even better leader.,Lead diverse teams to get things done.,Lead and engage with your peers.,Use skills to influence outcomes and move projects forward.,Lead yourself so you can led others.,Gain support from others such as your manager or executive sponsors.,Gain confidence to take a more active leadership role and be successful.,Enhance your career prospects!']"
How to Lead & Coach Millennials & Gen Z Employees,"['Personal Development,Leadership,Career Coach Training']","['Learn tips to become an effective coach for the Young Professionals on Your Team,Discover what Millennial & Gen Z employees want and need from leaders,Increase your leadership competency and level of influence,Learn common skill gaps for Young Professionals entering the workforce,Learn how Millennials see themselves, and how others see them,Understand the characteristics (and approach to work) of different generations in the workplace']"
Focus And Flow State: A Comprehensive Brain Guide,"['Personal Development,Personal Productivity,Focus Mastery']","['Significantly improve your focus by applying a whole set of strategies,Understand the mechanism driving focus,Understand why and how we loose our focus,Appreciate the limits of focus,Recognize the different sources that lead to a loss of focus,Apply a simple 5 step process to reach your Flow State,Create the right conditions, both internally and externally, to have your brain operate in optimal conditions and at full speed']"
Effective Time Management - Get 10X More Done in Less Time,"['Personal Development,Personal Productivity,Time Management']","[""Learn why Task Management is More Important than Time Management,Learn how to Identify the 20% of Tasks That Bring 80% of Results,Identify the Most important 1% of Tasks in your Business That Bring The Most Revenue and Profit,Learn the 3 Ways to Make Sure You Get High Value Things Done,Learn How to Use Parkinson's Law to Get More Done in Half the Time,Learn 7 Ways to Guarantee That You Consistently Get The Most Valuable Things Done In Your Business,Learn How to Eliminate the Time Killers, and Shave Off 8 Hours Off of Your Week""]"
How To Remember Everything With Tom Weber,"['Personal Development,Memory & Study Skills,Memory']","['Recall your shopping list,Recall your to-do list,Recall your presentations,Recall foreign languages,Recall names of people you meet,Recall important dates']"
Dressing to Win in the Workplace,"['Personal Development,Career Development,Soft Skills']","['Appear professional to clients and co-workers,Choose your clothing and accessories to dress confidently and excel in the workplace.,Select appropriate clothing and accessories to dress effectively in formal to casual work environments.,Appear professional in any work environment,Evaluate your personal appearance to spot image mistakes that may undermine your professional image.,Immediate access to business dress know-how\'s that help you win in the workplace.,Shop for clothing and accessories that will add credibility to your professional appearance.,Download 26 page, PDF study guide ""Dressing to Win in the Workplace ~ the personal impact guide to IITTI Level 1 Standard: Personal Appearance""']"
Negotiation Fundamentals: How To Negotiate Effectively,"['Personal Development,Other Personal Development,Negotiation']","['Understand Negotiation Fundamentals; The Principles, Techniques and Gambits,Understand Human Cognition and How We Make Decisions,Learn The Different Negotiation Styles,Learn About Negotiation Power & Pressure Points,Learn How to Create Win-Win Without Giving Up What You Really Want']"
Mind Mapping Mastery –> Effective Mind Maps -> Step by Step,"['Personal Development,Memory & Study Skills,Mind Mapping']","[""How to quickly organise thoughts, ideas or goals using mind maps,How to quickly plan an event, a speech, an article, a business or a marketing plan,How to rehearse and deliver a speech without reading from notes- mind mapping is particularly good for rehearsing your talks and presentations,How mind mapping gives clarity to your work and helps you to be clear in your thinking, helping you see the wood for the trees,How to think 'outside of the box' and how mind mapping provides the scaffolding for a different set of mental processes,How and Why Mind mapping accelerates the learning & understanding of new information,How when studying for professional exams, or CPD, mind mapping reduces the time to learn new material,At course completion you'll be confident creating mind maps & showing others the basic concepts""]"
"Life Mastery - Happiness, Health & Success","['Personal Development,Personal Transformation,Personal Development']","[""Become happy, healthy and successful across your work and home life,Remove all traces of guilt, stress, jealousy and anger from your life,Achieve goals you never thought were possible... and more!,Create a healthy body and mind to be happy and balanced every day,Use time management, negotiation and assertiveness techniques in business and personal situations,Create the life you dreamed of,Start saying 'No' to anything that doesn't make you happy,Get promoted in work, and organised in life,Stop feeling overwhelmed or stressed, and start progressing towards your goals""]"
Spiritual Coach Certification (Accredited),"['Personal Development,Religion & Spirituality,Life Coach Training']","['Transform your own life while at the same time learn practical steps and knowledge to become a powerful and successful Spiritual Life coach.,Use a process for developing elemental aspects of the self to bring yourself into balance, and use this process to lead clients into lasting transformations.,Discover and identify your personal gifts to lead on purpose and with clarity.,Name, craft, package, and design your Signature Coaching Program.,Organize essential logistics for business, success and freedom.,Connect with clients beyond the logic, by tapping into intuitive awareness.,Set a price point that creates and sustains a lucrative, freedom-based career.']"
"Creativity, problem solving and generating alternatives","['Personal Development,Creativity,Creativity']","['How to generate alternatives,How to include creative thinking in everyday situations,Rational techniques for generating solutions,Creative techniques for generating solutions,Increase self-esteem and confidence,Course will be updated regularly with new content,Lifetime access and 30-days money back guarantee']"
Transformation Life Coach Certification (Accredited),"['Personal Development,Personal Transformation,Personal Transformation']","['Understand the psychology of human potential, change, and internal transformation,Use prove, step-by-step processes and tools for helping their life coaching clients BREAKTHROUGH old patterns and habits and create lasting change,Know how to guide their life coaching client to GET UNSTUCK by identifying their client’s needs and potential roadblocks,Work with their life coaching client to gain absolute CLARITY about what they REALLY want, as well as who they TRULY are so they can live an AUTHENTIC life,Help their life coaching client develop a GROWTH MINDSET so they never doubt their ability to accomplish their goals again,Help their life coaching clients feel UNSTOPPABLE by overcoming fear of change, rejection and']"
Disciplined Dreaming: Lead Breakthrough Creativity at Work,"['Personal Development,Creativity,Creativity']","['Build a system for expanding your creative capacity, fueling competitive advantage, and producing personal and professional growth.,Launch your leadership as a forward-thinking, entrepreneurial, creative mind!,Understand the power of creativity related to engagement, empowerment and employee retention.,Practice the Disciplined Dreaming process and develop creative solutions to a current challenge.']"
What do we mean by climate breakdown?,"['Personal Development,Other Personal Development,Climate Change']","['Students will gain a basic understanding of climate breakdown, its causes and consequences']"
Building Influence at Work,"['Personal Development,Career Development,Influence Skills']","['Develop skills to influence your peers and supervisors.,Build your credibility at work.,Boost your visibility.,Become a valued member of your team.,Develop executive presence.']"
Leadership Communication Skills for Influence and Impact,"['Personal Development,Leadership,Leadership']","['Learn how to tap into the inner depths of your communication potential.,How to adapt your communication style to increase your leadership influence.,Expand your communication capacity to motivate, inspire and empower people.,Interact with other people with unconditional acceptance and without prejudice.,Communicate with a sense of assertiveness, transparency and self-assurance.,How to manage challenging people, give honest feedback and handle criticism.,Easily and accurately convey your thoughts, feelings, and information to others.,Create dynamic ways to enhance your communication skills into the future.']"
NLP Master Practitioner Training (Advanced to Specialist),"['Personal Development,Personal Transformation,Neuro-Linguistic Programming']","[""Gain a greater sense of social awareness, and improve your social skills.,How to communicate in a way that bypasses superficiality and falsehood.,A step-by-step guide to obtaining an individual's detailed personal history.,How values are formed, learn how to elicit, organise and reorder values.,Deliver captivating presentations that captivate and inspire your audience.,Discover how to launch and maintain a successful NLP-based enterprise.,Establish a clear distinction between individual identity and personality.,Learn how to increase your resiliency and ability to accommodate change.,An analysis of worldviews as a framework for understanding yourself.,And much, much more.""]"
Brain Science: Improve Your Memory & Boost Your Memory,"['Personal Development,Memory & Study Skills,Memory']","['Understand the basics of how memory works,Improve overall cognitive function,Improve recall of sets of terms, patterns,items, objects, facts, etc.,Chart their progress of how their memory is improving,Enjoy more productivity in their lives, as they are able to retain information and recall it when needed']"
Work from Home - Work Life Balance and Time Management,"['Personal Development,Stress Management,Work Life Balance']","['Use proven tools for time management, productivity and efficiency,Prevent and recover from burnout and overwhelm,Establish empowering boundaries for yourself and others,Create a work schedule that works for your unique personality, needs and life circumstances,Utilize time-saving tools for planning your goals and tasks,Ensure you have time dedicated for friends, family and yourself,Avoid common personal and business time wasters,Master your email,Delegate your personal and work life to free your time to focus on income producing results and doing what you love most,Prevent stress and anxiety by using powerful tools like writing, mindfulness and brain breaks,Learn powerful tools for getting happy, boosting productivity and having more fun,Feel empowered that you can create the work and personal life you truly desire,Experience the true freedom of choice and time that inspired you to work for yourself in the first place,Show less']"
Goal Setting to Success: Life Coach Certification Accredited,"['Personal Development,Personal Transformation,Life Coach Training']","['Understand the psychology of what creates long term success,Learn coaching best practices, techniques and tools to help your clients achieve life goals,Utilize a prove, step-by-step system with all the material needed to coach your clients,Be able to teach what you learn with confidence,Increase your credibility,Enhance your coaching business,Offer new services to current clients,Provide workbook materials to your clients,Add additional sources of revenue to your bottom line']"
Time Management Secrets For Busy People,"['Personal Development,Personal Productivity,Time Management']","[""Improving your focus while working on projects,How to stop second guessing yourself when you aren't sure what to do next,How to prioritize your to-do list to get more done every day.,Learn the simple and effective ABC prioritization strategy you'll actually use,Get and stay motivated to get what you want DONE. & the 3 pillars of motivation it requires.,How to condition yourself to make urgency in getting things done a habit,How to eliminate time management roadblocks like: procrastination, perfectionism and distractions""]"
CBT Cognitive Behavior Life Coach Certification: Accredited,"['Personal Development,Personal Transformation,Life Coach Training']","['Become a Certified Cognitive Behavioral Coach,Use CBT to empower your clients to take their power back,Use CBT to help your clients get unstuck and overcome procrastination,Use CBT to help clients stop feeling out of control,Use CBT to teach clients how they can control their thoughts, emotions, and reactions,Use CBT to help clients make hard decisions,Use CBT to help clients stop self-sabotaging thoughts and behaviors,Use CBT to help clients overcome fear that’s holding them back,Use CBT to help clients tame their inner critic,Use CBT to help clients stop incessant worrying and minimize anxiety,Use CBT to help clients stop negative thinking and feel more optimistic,Show less']"
Coaching for Growth and Success,"['Personal Development,Career Development,Coaching']","['Why coaching is such a powerful tool to develop others, regardless of level in the organization,When to coach, when not to -- and what to do instead,Getting into the coaching mindset,Finding ""coachable moments"",How to use the G.R.O.W. coaching model,Listening to learn,Asking powerful (rather than passable) questions,Demonstrating 3 types of empathy,Summoning people\'s strengths in challenging times,Motivational goal setting for individuals and teams,Action planning to get results,Anticipating and overcoming obstacles,Creating commitment and ensuring accountability,Show less']"
Learning How to Learn From Video Courses,"['Personal Development,Memory & Study Skills,Learning Strategies']","['You will understand how e-learing is different from conventional learning in a classroom,You will learn how to struggle less with online learning,You will be able to choose the right courses for yourself,You will ACTUALLY START LEARNING from the courses you picked up,You will learn how to RETAIN what they learn from online courses,You will learn how to COMPLETE the courses you buy,You will AVOID the pitfalls that most online learners fall into']"
How To Be Hyper Productive When Working From Home Off-Site,"['Personal Development,Personal Productivity,Personal Productivity']","['Achieve far greater results by being hyper productive when working from home.,Do more, in less time and get super focused on the most important things at any given moment.,Develop the disciplines and habits necessary to take your home based business to new heights, make more money and change your life.']"
ChatGPT: Complete ChatGPT Course For Work 2023 (Ethically)!,"['Personal Development,Personal Productivity,ChatGPT']","['Using ChatGPT To Dramatically Increase Your Productivity. Hot Tips That Many Are Not Aware Of.,Using ChatGPT To Improve Your Writing Skills & Shorten Writing Time.,Leveraging ChatGPT For Regular Tasks Like Email, Report Writing, Blogs, Presentation Scripts, And Much More.,Surprising Areas Like Code Debugging, Translation, & Summarizing Long Documents You Need To Read.,Use ChatGPT To Educate Yourself In Soft Skills & Hard Skills. Virtually No Limit.,Demo Of Many Ways You Can Use ChatGPT At Work Plus Some Personal Ways You Can Use It As Well.']"
Leadership Masterclass,"['Personal Development,Leadership,Leadership']","['Master ‘what to stop’ as a leader and explore how to use ‘what to stop’ in coaching,Explore a proven model for developing yourself as a leader, and the importance and impact on leadership effectiveness,Examine the classic challenges for successful leaders, and how to use feedforward,Discover why we all need help and structure, a new approach to employee engagement, and the daily question process.']"
What's Your Leadership Style?,"['Personal Development,Leadership,Leadership']","['Discover why it’s important to know your leadership style and others’ leadership styles.,Recognize the critical role of followership to effective leadership.,Identify at least 5 leadership styles.,Identify at least 2 characteristics each for the leadership styles.,Describe a strategy to help you figure out your own leadership style.,Describe the impact of at least 3 different leadership styles.,Recognize the importance of agility to leadership.,Name 3 elements that are critical to being effective as a leader, regardless of leadership style.,Describe what an Identity Map is and why it’s important.']"
Listening Skills - The Ultimate Workplace Soft Skills,"['Personal Development,Career Development,Listening Skills']","['Focus attention on a speaker,Listen with great attention,Understand spoken information delivered in the workplace,Retain information delivered from clients, colleagues, customers and bosses,Create better connections with everyone in the workplace,Improve all work relationships,Become a better communicator,How to have inclusive conversations at work,Virtual interviewing skills,Communicating to drive change,Become professional by learning workplace soft skills']"
Fully Accredited Professional Counselling Diploma Course,"['Personal Development,Personal Transformation,Counseling']","['Listening,Counselling Skills,The Relationship,Understanding,Refer on to specialists if needed,Assessment & Client Progress,Understanding People & Problems,Key Counselling Skills,Deal with Difficulties That Arise,And much more!']"
Complete Presentation Skills Masterclass for Every Occasion,"['Personal Development,Influence,Presentation Skills']","['Use Presentation Skills to Communicate with Any Sized Audience,Present in A Confident Style and Manner,Present in A Clear and Understandable Way,Use Presentation Skills to Get Audiences to Remember Their Messages,Demonstrate Presentation Skills that Influence Audiences,Selling with Stories,Sales management,Virtual Sales Presentations,Remote Selling,Communicating to Drive Change,Building a Business Case,How to Discuss a Raise or Promotion,Learn Practices for Every Occasion,Show less']"
Negotiation Secrets for Master Negotiators,"['Personal Development,Career Development,Negotiation']","['Get better results in every negotiation from tomorrow onward,Learn the 3 main skills of a Master Negotiator,INTERACTIVE: Practice your skills with a real life negotiation case,Learn from your negotiation experience with our debrief videos,Build confidence in your negotiation skills,Understand how to ask the best questions to get you what you want,Know how to prepare in the most effective way,Learn how to deal with people for the best results,Be trained by a Harvard-educated professional who has trained 1000s of people around the world']"
Change Management Training: Master the Change Process!,"['Personal Development,Personal Productivity,Change Management']","['Understand the need for change, and how people respond to it,Establish a corresponding procedure that will help them to make informed decisions,Master strategic thinking,Successfully implement change']"
Motivation: The Science of Motivating Yourself and Your Team,"['Personal Development,Leadership,Motivation']","['To gain mastery over your own behavior and to maximize your influence over your employees and associates.,To learn a model of analyzing and solving human performance problems.,You will learn an inclusive model that includes spiritual, social and situational motivation.,To learn to apply the science of behavior management to yourself and others.,You will learn how Lean management (Toyota Production System) employs the forces of motivation to engage and optimize human performance.,You will learn the ""Coaching Kata"", a simple and proven method of coaching others to improve specific skills and behavior.']"
How to Build your Professional Network,"['Personal Development,Career Development,Personal Networking']","['Build your first relationships and start your network,Develop the right skills to talk and interact with people,Look beyond your company to evolve your skills, career, and relationships in your industry,Raise your profile and take leadership roles at work,Grow your influence using tools and platforms online']"
COMPLETE Creative Writing - All Genres - THE FULL COURSE!,"['Personal Development,Creativity,Creative Writing']","[""You will receive a COMPLETE Creative Writing Certificate of Completion after finishing the course.,This is a fun and practical creative writing course designed to get you excited about creating your own work!,Fiction, poetry, drama, and creative non-fiction - the four genres of creative writing.,How to discover, perfect, and share your own writer's voice.,A series of authentic writing assignments designed to target the skills you need.,Writing techniques, literary devices, and specialized skills.,Publishing opportunities, podcasts, and where to create a professional creative writing portfolio.,How to become a successful and confident writer!""]"
Become A Learning Machine 2.0: Read 300 Books This Year,"['Personal Development,Memory & Study Skills,Speed Reading']","['1. By the end of this course, you will be able to read at least 100 books this year --even if you have little time and read too slowly…guaranteed!,2. You will learn the complete 7 step framework I’ve used to read over 1000 books in the last 4.5 years (completely upgraded for 2017),3. You will also learn how to ingrain what you learn so deeply that it becomes part of who you are (not just something you talk about),4. You will instantly increase your reading speed (and remember almost everything you read better),5. You will learn how to turn your reading to action, so you stop feeling stuck and start moving towards your dreams,6. You will also get access to worksheets and tools to master everything you learn']"
SUPERHUMAN Productivity 10X: The Secret Skill Of Performance,"['Personal Development,Personal Productivity,Personal Productivity']","['#1 Step-By-Step Productivity System for High Achievers on Udemy!,How to 10X your personal productivity, avoid distractions, have laser-focus, implement powerful daily rituals!,How to stay focused on what really matters and find satisfaction in your work,How to stay energized and on the top of your game, so you can work smart without burning out.,How to automate your routine so productivity becomes a habit.,How to beat procrastination, once and for all.,How to make sure you do the right work, instead of just keeping busy.,Learn how to create a schedule that works.,Make more money,Learn how to prioritize,Cut out the bad habits that cost hours in the day for no reason.,Download Audio Version for MP3/iPod,Show less']"
